SourceShortCode,Type,SourceLink,Shortcode,Username,Profile ID,Media Type,Video View Count,Likes,Comments,Date created,Caption,URL,MatchTerm
,Comment,,,newsrondonia,731386775690008,videos,920,8,1,2024-09-16 00:37:32,Operação Temporã: Reforço Aéreo Acelera Combate aos Incêndios no Parque Guajará-Mirim com Helicóptero Falcão 2  https://newsrondonia.com.br/noticias/2024/09/15/operacao-tempora-reforco-aereo-acelera-combate-aos-incendios-no-parque-guajara-mirim-com-helicoptero-falcao-2/,https://www.instagram.com/cbmro/reel/C_ig0ihORtS/,
,Comment,,,sargentogalesco_,444151362001859,videos,21779,1156,27,2024-09-16 00:37:18,Uma operação de guerr4 no estado de São Paulo  contra as queimadas que estão destruindo nossas matas  parabéns aos envolvidos e orgulho de pertencer há mais 39 anos na instituição PMESP  firmes na missão...,https://www.instagram.com/sargentogalesco_/reel/C_9UWJ3u0oz/,
,Comment,,,bolsomitoapoio,2953785808096510,videos,4086,586,26,2024-09-16 00:36:19,E agora José  você acredita que o Lula é um negacionista das queimadas?,,
,Comment,,,hariloversofc,299025929460784,photos,34482,4687,7,2024-09-16 00:34:31,✊🏻❤ . . . . #mchariel #post #viral #explore #explorar #fy #fypage #queimadas,,
,Comment,,,anderson_guaranii,1617952785428098,videos,21951,1777,48,2024-09-16 00:34:07,A natureza pede socorro   chega de queimadas !! _ vídeo via Internet  _ #queimadas,,
,Comment,,,vozdaverdade.church,549766324097998,albums,1923,150,6,2024-09-16 00:34:04,Os trovões estão falando! Você está ouvindo?  Talvez você ainda não entenda o que eles estão dizendo  mas está chegando o tempo em que suas palavras serão reveladas.  A figueira  símbolo de Israel  será o centro dos acontecimentos. E não é por coincidência que você vê guerras (físicas e espirituais) acontecendo por lá.  Estamos vendo guerras  queimadas  e você também verá terremotos  erupções  trovões e sinais que jamais imaginaríamos. O que mais precisa acontecer para você olhar para cima e entender que o Senhor está voltando?  Deus fez a terra tremer no dia de Pentecostes  e Ele o fará novamente quando o grande dia da Sua volta chegar. Suas vestes estão limpas para se encontrar com o Criador?  O avivamento está em nossas mãos. Somos chamados para ser instrumentos vivos na obra do Senhor.  Prepara-te  Igreja. O tempo é agora!,,
,Comment,,,thalespiloto,867763778323644,videos,2494,101,5,2024-09-16 00:33:33,"Passou da hora do Brasil possuir unidades aéreas de combate à incêndios florestais . Tivemos recentemente a   ""aposentadoria""  dos C-130 da FAB  aviões   como este do vídeo  que poderiam ser equipados com sistemas de combate a incêndios.  Seria um começo!   Tá na hora de acordar! As mudanças climáticas estão aí e com certeza   vamos precisar rever as nossas estratégias e reforçar as nossas ações!",https://www.instagram.com/thalespiloto/reel/C_9SVm7JNPd/,
,Comment,,,bllogdosfamosos,1389313881949695,albums,14908,279,50,2024-09-16 00:31:01,Luciano Huck faz alerta sobre as queimadas que estão acontecendo no país.   (🎥reprodução: Tv Globo),,
,Comment,,,redeondadigitall,1532913143917225,photos,3355,85,19,2024-09-16 00:30:39,Diante da grave crise ambiental que afeta o Brasil  com incêndios florestais e secas extremas  o ministro do Supremo Tribunal Federal (STF)  Flávio Dino  autorizou a abertura de créditos extraordinários para o enfrentamento do que chamou de “grave pandemia” de queimadas e secas. A decisão permite ao Poder Executivo destinar recursos sem as limitações impostas pelos tetos fiscais  intensificando o combate aos incêndios na Amazônia e no Pantanal.  A medida também flexibiliza a contratação de brigadistas  suspendendo temporariamente a exigência de um intervalo de três meses para recontratar pessoal temporariamente. Essa mudança permitirá que mais trabalhadores sejam alocados rapidamente em ações de prevenção  controle e combate a incêndios florestais.  Dino afirmou que a situação exige ações imediatas e exclusivas  comparando a gravidade das queimadas com as enchentes recentes no Rio Grande do Sul.  A decisão do ministro buscou remover entraves que limitavam as ações governamentais nos biomas afetados. Em audiência realizada no dia 10 de setembro  Dino destacou a importância de “desatar as mãos do Estado brasileiro” para proteger a economia  a produção e o comércio internacional  além de minimizar o impacto direto nas atingidas pelas queimadas e secas.  O ministro também ressaltou as desigualdades regionais e sociais que agravam a situação  especialmente nas áreas afetadas  defendendo que o Estado tem o dever de prestar assistência numa conjuntura de múltiplas necessidades.  📸 Divulgação  🔹 Portal Onda Digital  quem acessa sabe! 🌏 www.redeondadigital.com.br  #portalondadigital #redeondadigital #notícia,,
,Comment,,,portaldenoticiaspnn,667873911889899,albums,12897,165,2,2024-09-16 00:30:23,ATUALIZAÇÃO  O Corpo de Bombeiros Militar do Distrito Federal deu início ao atendimento no incêndio florestal que assola a região da Granja do Torto  Lago Oeste e Floresta Nacional às 11h24 do dia 15/09/24.   No local  estão empenhados 52 militares CBMDF  20 agentes do ICMBio  05 agentes do IBRAM  07 (sete) viaturas  duas aeronaves (Nimbus-Asa Fixa  Resgate 04-helicóptero) e um drone.,,
,Comment,,,futrikei,1454179751796256,photos,340906,19247,104,2024-09-16 00:28:43,"🗣️VEJA! ""Hariel Faz Entrada Impactante no Rock in Rio com Placa 'Pare as Queimadas'""",,
,Comment,,,tourpantanal,1599266624272472,videos,41395,1805,278,2024-09-16 00:28:22,Imagens APOCALÍPTICA desta semana  tem muitas imagens que nem mostramos  pois é muito forte. Região Assentamento Santa Mônica | Sidrolândia  MS  Será que já passou da hora de decretar Calamidade Pública? A natureza está gritando por socorro! 🌿💔  Via <redacted_mention>   #capaoseco #sidrolandia #fogo #queimadas,https://www.instagram.com/tourpantanal/reel/C_9TA8eywQ-/,
,Comment,,,conexaoplaneta_,998888515093536,photos,4240,414,34,2024-09-16 00:28:18,Um incêndio de grandes proporções atinge o Parque Nacional de Brasília desde o fim da manhã deste domingo (15/09).   Segundo o Corpo de Bombeiros do Distrito Federal  sete caminhões e uma aeronave estão sendo usados no combate às chamas.  De acordo com os bombeiros  ainda não é possível estimar a área afetada. Vídeos nas redes sociais mostram que as chamas começaram próximo à Estrada Parque indústria e Abastecimento (Epia)  entre a Granja do Torto e a Água Mineral.  Segundo o presidente do Instituto Chico Mendes de Conservação da Biodiversidade (ICMBio)  Mauro Pires  há indícios de que o incêndio seja criminoso.  📲 Saiba mais no texto da <redacted_mention> que reproduzimos na editoria MEIO AMBIENTE  em nosso site (link na BIO)  ➡️ www.conexaoplaneta.com.br  📸 Agência Brasil  📌 Acompanhe o Conexão Planeta também em nosso canal no WhatsApp. Acesse pelo link na BIO  ative o sininho e receba as novidades direto no celular  #parquenacionaldebrasília #incêndio #fogo #seca #bombeiros #conexãoplanetainspira #conexaoplaneta_ #inspiraçãoparaaação,,
,Comment,,,conexao_geoclima,398780739770466,videos,60498,1992,55,2024-09-16 00:27:54,"O combate aos incêndios em São Paulo ganhou um reforço aéreo crucial. Pelo menos 14 helicópteros da Aviação da Polícia Militar de São Paulo foram acionados para auxiliar o Corpo de Bombeiros em 56 cidades  lançando mais de 760 mil litros de água para conter as chamas.  Na última quinta-feira (12)  a Secretaria da Segurança Pública informou que o uso dessas aeronaves impediu que o fogo alcançasse casas próximas à Serra do Mursa  em Várzea Paulista. O Águia 21  uma dessas aeronaves  sobrevoou a área por quase oito horas  realizando 108 lançamentos com o ""Bambi Bucket"" — um reservatório com capacidade para até 500 litros de água  despejada diretamente sobre os focos de incêndio.  Essas operações aéreas são vitais para o controle das queimadas  especialmente em locais de difícil acesso. Equipados com o ""Bambi Bucket""  os helicópteros conseguem aplicar água de maneira precisa  combatendo incêndios com mais eficiência em áreas específicas.",https://www.instagram.com/conexao_geoclima/reel/C_9TfD7Ifq4/,
,Comment,,,tripolioficial,1911615525991449,videos,413,69,4,2024-09-16 00:26:46,Será que quando a 𝑡𝑒𝑚𝑝𝑒𝑟𝑎𝑡𝑢𝑟𝑎 muda as 𝒒𝒖𝒆𝒊𝒎𝒂𝒅𝒂𝒔 acabam?   Confira o vídeo na íntegra no meu perfil  as principais 𝑎𝑐̧𝑜̃𝑒𝑠 que podemos fazer e exigir dos Governantes para a prevenção e combate às queimadas em todo país!  Este assunto não pode cair no esquecimento  ainda mais com as previsões de mais períodos de calor extremo  seca e devastação do nosso maior patrimônio  o 𝑨𝒎𝒃𝒊𝒆𝒏𝒕𝒂𝒍!  Mal estamos respirando  lembre-se disso na hora de votar!   𝐓𝐞𝐦𝐨𝐬 𝐪𝐮𝐞 𝐩𝐞𝐧𝐬𝐚𝐫 𝐆𝐥𝐨𝐛𝐚𝐥𝐦𝐞𝐧𝐭𝐞 𝐦𝐚𝐬 𝐚𝐠𝐢𝐧𝐝𝐨 𝐋𝐨𝐜𝐚𝐥𝐦𝐞𝐧𝐭𝐞!   🗳️ Vote em quem já fez a diferença e tem história! <redacted_mention> 𝗩𝗼𝘁𝗲 𝗩𝗲𝗿𝗲𝗮𝗱𝗼𝗿 𝗧𝗿𝗶𝗽𝗼𝗹𝗶 𝟰𝟯 𝟲𝟲𝟲!  #florestas #ar #qualidadedoar #especies #ricardotripoli #queimadas #voteconsciente #robertotripoli #futuro #animais #preservacao #meioambiente #meioambiente #sustentabilidade #voteverde #eleições2024,,
,Comment,,,atualizeinaweb,402918292566712,photos,7305,427,14,2024-09-16 00:25:11,Durante seu show no Rock in Rio  na noite deste domingo (15)  MC Hariel se manifestou sobre as queimadas que assolam o Brasil. O cantor exibiu um cartaz com a mensagem: “Parem as queimadas”. (Reprodução: internet)   #rockinrio #mchariel #hariel #funkbrasil,,
,Comment,,,deolhobc,734425372185283,albums,10574,42,0,2024-09-16 00:25:09,Incêndio em residência mobiliza Corpo de Bombeiros em Porto Belo  No domingo 15 de setembro de 2024  por volta das 16h18  um incêndio em uma residência unifamiliar localizada na Rua Milton José Serpa Filho  no bairro Vila Nova  em Porto Belo  mobilizou equipes do Corpo de Bombeiros Militar.   A edificação de aproximadamente 80m² estava parcialmente tomada pelas chamas  que atingiram com maior intensidade a garagem  onde se localizavam a cozinha  uma churrasqueira e uma lancha  todos completamente destruídos pelo fogo. O incêndio já estava em fase de desenvolvimento completo quando os bombeiros chegaram ao local.  Para controlar as chamas  foi montada uma linha de combate direto  utilizando cerca de 3.000 litros de água. O incêndio foi totalmente extinto após aproximadamente 60 minutos de trabalho  incluindo a fase de rescaldo. A residência ao lado  com cerca de 300m²  foi preservada graças à ação rápida das equipes.  De acordo com o proprietário  a residência estava desocupada desde o meio-dia. Não houve feridos e o local foi isolado e entregue ao dono após a operação.,,
,Comment,,,mundoespiritual_ia,1188064882478485,videos,3186,308,10,2024-09-16 00:24:27,Simplesmente Brasil e sua mídia seletiva … Compartilhem este vídeo para alcançarmos mais pessoas e que seja 1% conscientizarmos nossa população 🇧🇷🔥 Nossas Terras  nossos povos  nossa fauna e nossa flora  estão sendo destruídas e estão simplesmente virando a câmera para outros fatos ridículos !  #florestaamazonica #queimadas #amazonia #floresta #originários #indigena,,
,Comment,,,esnoticiasdigital,1661208048031221,videos,51954,1081,124,2024-09-16 00:21:30,Informações extraoficiais dão conta de que colocaram fogo em um bananal na comunidade de Monte Belo  em Iconha. Uma lástima  se este incêndio foi criminoso que o autor seja localizado e preso. Tanto trabalho do agricultor para cuidar do seu plantio e terminar assim  é revoltante.  #iconha,https://www.instagram.com/grupoahoraoficial/reel/C71V6BuuOrj/,
,Comment,,,sahsvern,562136862819345,videos,565,507,0,2024-09-16 00:19:49,Que coisa mais triste estes dias de luta conta as queimadas agressivas que vem devastando nossas florestas! 🏴,,
,Comment,,,newsrondonia,731386775690008,videos,1117,17,7,2024-09-16 00:19:33,*Marina Silva compara incêndios criminosos com atentado golpista de 8 de janeiro*  São pessoas atuando deliberadamente para criar o caos no Brasil. Parece ser uma aliança do crime com a emergência climática.  https://newsrondonia.com.br/noticias/2024/09/15/marina-silva-compara-incendios-criminosos-com-atentado-golpista-de-8-de-janeiro/,https://www.instagram.com/p/C_JGjJRvzIy/,
,Comment,,,tonysanttanaoficial,865545485262809,photos,6319,72,6,2024-09-16 00:19:32,O ministro Flávio Dino  do STF (Supremo Tribunal Federal)  autorizou o governo federal a emitir créditos extraordinários fora da meta fiscal até o fim deste ano para o combate aos incêndios que atingem o país.  Em decisão publicada neste domingo (15)  o ministro ainda facilitou a manutenção de brigadistas com contratos temporários e que inquéritos sobre queimadas sejam tratados como prioridade dentro da Polícia Federal.,https://www.instagram.com/terrabrasil/p/C_872YtPbwx/,
,Comment,,,patoshoje,6650609021716022,videos,117178,1689,71,2024-09-16 00:19:25,Voluntários tiveram que se juntarem aos Bombeiros para conter um incêndio florestal devastador no distrito de Alagoas  neste domingo (15). As chamas começaram em uma região conhecida como Santa Cruz e se alastraram por diversas propriedades.   Cerca de 100 hectares de matas  passagens e lavouras foram consumidos pelas chamas  causando grande prejuízo. Existe a suspeita de que o incêndio tenha sido criminoso.,https://www.instagram.com/patoshoje/reel/C_9SW23pPx7/,
,Comment,,,sitefunkoficial,1568453947430264,photos,1272,28,0,2024-09-16 00:18:43,MC Hariel ( <redacted_mention> ) pediu que os governantes se atentem ao problema. O cantor levantou uma placa com os dizeres “parem as queimadas” e  na sequência  fez uma adaptação do refrão de “Oh! Chuva”  canção eternizada pelo Falamansa.  Ao invés de “Oh  chuva/ Eu peço que caia devagar/ Só molhe esse povo de alegria/ Para nunca mais chorar”  o funkeiro cantou:  “O Globo/ Eu peço que venha me filmar/ Avisa pros políticos em Brasília/ Que o bicho vai pegar”. O pedido foi atendido  já que o show do cantor era transmitido no Canal Bis. 🫡  #Funk #Brasil #Mc #Musica #Baile #Esquece #FodeuModinha #OpaiTaOn #AmaeTaOn #Fluxo #Favelavenceu #TikTok #Superação #Explorer #Funk2024 #fy #fyp #foryou #Meme #Reels #Previasdofunk  #Revelacoesdofunk #Funk24horas #SiteFunk <redacted_mention>,,
,Comment,,,consultoriocybelemandetta,1901408673670534,photos,509,0,0,2024-09-16 00:16:20,Graças a Deus uma chuvinha! Saúde agradece  que esteja chovendo onde tem queimadas!🙏🙏,,
,Comment,,,mc_neguindavl,448647434850954,photos,3323,156,3,2024-09-16 00:15:18,“Parem as queimadas”💲🇧🇷❤️🫂,,
,Comment,,,voepatube,3416349922001324,videos,5543,168,25,2024-09-16 00:14:42,Antes as queimadas eram bem menores e a culpa era do Bozo  hoje a culpa é de quem hein?,,
,Comment,,,cmn_exercito,442159908857151,albums,3911,1779,0,2024-09-16 00:13:55,Prontidão e Coesão!  O Comando Militar do Norte mantém a 23ª Brigada de Infantaria de Selva  que é uma das Forças de Emprego Estratégico do Exército e Força de Prontidão  com meios preparados para aumentar o apoio à Defesa Civil em áreas afetadas pelo incêndio florestal. Tudo com a finalidade de prestar o apoio necessário às instituições nas esferas federal  estadual e municipal  empregando militares adestrados para atividades dessa natureza.  Defesa e Proteção da Amazônia Oriental!  <redacted_mention> <redacted_mention>  <redacted_mention>  <redacted_mention>,https://www.instagram.com/cmn_exercito/p/C_9R9devZ9c/,
,Comment,,,hc_noticias,303339466109098,photos,24061,140,36,2024-09-16 00:12:51,O ministro do Supremo Tribunal Federal (STF) Flávio Dino autorizou neste domingo (15) a abertura de créditos extraordinários para combater os incêndios e queimadas na Amazônia e no Pantanal. Nessa modalidade  a liberação de recursos não está limitada pelo arcabouço fiscal e não será computada para fins de cálculo das metas fiscais.  A autorização possibilita que o governo federal envie uma medida provisória (MP) ao Congresso Nacional com o valor a ser destinado ao combate aos incêndios. A medida se assemelha a MP que destinou crédito extraordinário de R$ 12 2 bilhões para executar ações para municípios do Rio Grande do Sul afetados pelas fortes chuvas em maio.  Leia completo no hcnoticias.com.br ou no link no story,https://www.instagram.com/blogdobg/p/C_83XkKPwyl/,
